Zip Code,Now married (except separated); Estimate; Population 15 years and over,Divorced; Estimate; Population 15 years and over,Never married; Estimate; Population 15 years and over
ZCTA5 16938,60,6.5,25.9
ZCTA5 16939,56,12,19.7
ZCTA5 16940,54.8,15.4,19.2
ZCTA5 16941,74.3,5.4,10.8
ZCTA5 16942,58.4,9.3,21.4
ZCTA5 16943,62.8,13.9,18.9
ZCTA5 16946,48.1,17.3,23.7
ZCTA5 16947,51.5,10.2,28
ZCTA5 16948,52.1,10.1,28.7
ZCTA5 16950,53.9,10.3,23.3
ZCTA5 17002,72.1,3.1,21.7
ZCTA5 17003,51.1,8.1,32.5
ZCTA5 17004,63.2,3.7,20.7
ZCTA5 17005,44.8,6.4,35.1
ZCTA5 17006,57.7,9.2,25.1
ZCTA5 17007,65,10.4,20
ZCTA5 17009,46.7,15.2,23.4
ZCTA5 17010,61.9,0,38.1
ZCTA5 17011,51.6,10.4,29.6
ZCTA5 17013,46.2,10.8,32.8
ZCTA5 17015,60.7,9.7,22.1
ZCTA5 17016,56.4,3.5,12.7
ZCTA5 17017,61.4,11,17.6
ZCTA5 17018,59,9.6,21.3
ZCTA5 17019,62,8.8,21.7
ZCTA5 17020,57,10.2,23.6
ZCTA5 17021,52.3,14.1,22
ZCTA5 17022,53.4,7.1,30.3
ZCTA5 17023,54.9,9.6,26.7
ZCTA5 17024,57.2,6.8,29.8
ZCTA5 17025,51.3,10.5,29.7
ZCTA5 17026,59.7,7.8,24.6
ZCTA5 17027,11.8,2.2,86.1
ZCTA5 17028,56.8,15,23.4
ZCTA5 17029,61.8,9.1,0
ZCTA5 17030,58.3,8.6,25.9
ZCTA5 17032,59,9.5,22.6
ZCTA5 17033,48.3,7.1,37.8
ZCTA5 17034,44.9,14,34
ZCTA5 17035,59.6,9.4,23.7
ZCTA5 17036,58.1,9.2,27.6
ZCTA5 17037,56.2,8.8,28.6
ZCTA5 17038,60.1,9.9,22.4
ZCTA5 17039,78.9,0,21.1
ZCTA5 17040,61.6,10.3,21.2
ZCTA5 17041,76.5,0,23.5
ZCTA5 17042,51.7,11.6,28.2
ZCTA5 17043,40,10,40.2
ZCTA5 17044,47.4,13.3,27.8
ZCTA5 17045,54.8,9.8,25.2
ZCTA5 17046,43,13.8,33.4
ZCTA5 17047,51.9,9.3,31.3
ZCTA5 17048,56.9,9.6,24.1
ZCTA5 17049,59.8,8.3,24.6
ZCTA5 17050,61.1,8.5,22.1
ZCTA5 17051,61.7,8.7,21.7
ZCTA5 17052,62.9,8.7,20.8
ZCTA5 17053,57.1,9.7,24.6
ZCTA5 17055,55.7,9.5,25.6
ZCTA5 17056,73.7,0,13.2
ZCTA5 17057,46.9,11.3,30.5
ZCTA5 17058,44.4,11.5,29.3
ZCTA5 17059,55.2,9.3,21.5
ZCTA5 17060,56.8,12.9,21.3
ZCTA5 17061,57.2,7.7,23.5
ZCTA5 17062,60.5,8.6,21.9
ZCTA5 17063,53.7,12,25
ZCTA5 17064,79.3,5.9,13.8
ZCTA5 17065,53.3,12.2,25.5
ZCTA5 17066,48,13.1,28.9
ZCTA5 17067,63.1,7.3,20.2
ZCTA5 17068,59.9,9.1,25
ZCTA5 17069,48.9,3.3,16.7
ZCTA5 17070,50.8,13.5,27.9
ZCTA5 17071,47,8.2,27.6
ZCTA5 17072,31.5,0,56.5
ZCTA5 17073,57,8.2,26.7
ZCTA5 17074,55.9,12.3,24.3
ZCTA5 17075,66.2,3.1,9.2
ZCTA5 17076,0,100,0
ZCTA5 17077,48.1,20.8,31.2
ZCTA5 17078,56.4,11.7,22.9
ZCTA5 17080,57.7,11.3,27.3
ZCTA5 17081,47.2,26,18.9
ZCTA5 17082,60.1,9.5,21.6
ZCTA5 17083,81.3,0,18.8
ZCTA5 17084,60.1,6.3,24.6
ZCTA5 17086,60.3,7.9,23.7
ZCTA5 17087,59.1,10.8,23.8
ZCTA5 17088,66.1,4.3,15.8
ZCTA5 17090,60.3,15.1,18.3
ZCTA5 17093,38.4,12.8,43.5
ZCTA5 17094,51.7,13,28.2
ZCTA5 17097,57.3,14.9,18.2
ZCTA5 17098,50.3,14.3,26.6
ZCTA5 17099,44.4,15.7,30.2
ZCTA5 17101,6.7,13.3,65.4
ZCTA5 17102,22.5,15.2,52.1
ZCTA5 17103,27.4,13.3,51.5
ZCTA5 17104,25.9,11.3,53.6
ZCTA5 17109,40.3,12.3,36.9
ZCTA5 17110,44.8,12.2,35.2
ZCTA5 17111,47.5,11.6,32.6
ZCTA5 17112,59.1,9.3,24.1
ZCTA5 17113,41.3,9.8,39.5
ZCTA5 17120,-,-,-
ZCTA5 17201,42.9,14.1,32.1
ZCTA5 17202,58.5,9.6,24.5
ZCTA5 17210,95.1,4.9,0
ZCTA5 17211,45.6,19,24.4
ZCTA5 17212,64.2,6.2,22.4
ZCTA5 17213,59.8,8.6,23.4
ZCTA5 17214,56.2,9.8,30.6
ZCTA5 17215,53.7,5.9,35.5
ZCTA5 17217,68.2,21.6,4.5
ZCTA5 17219,68.2,3.1,26.9
ZCTA5 17220,58.5,7,29.9
ZCTA5 17221,49.5,11.8,29.9
ZCTA5 17222,59.1,8.7,23.2
ZCTA5 17223,48.7,14,24.5
ZCTA5 17224,64.2,12.1,17.7
ZCTA5 17225,56,10.2,26.4
ZCTA5 17228,62.7,5.7,26
ZCTA5 17229,53.9,11.6,25.1
ZCTA5 17233,54.5,12.5,23.2
ZCTA5 17235,77.8,0,18.8
ZCTA5 17236,59.4,10,24.3
ZCTA5 17237,40.7,11.4,44
ZCTA5 17238,58.9,12.3,22.6
ZCTA5 17239,54.1,12.2,27
ZCTA5 17240,63.1,7.8,23.1
ZCTA5 17241,58.7,8.2,25.3
ZCTA5 17243,51.8,14.1,26.7
ZCTA5 17244,62,6.3,23.2
ZCTA5 17246,79.6,0,8.8
ZCTA5 17247,51.4,19.5,12.2
ZCTA5 17249,56.7,8.5,23.8
ZCTA5 17250,0,100,0
ZCTA5 17251,49.7,2.6,35.9
ZCTA5 17252,52.6,18,16.6
ZCTA5 17253,50.9,10.3,33.2
ZCTA5 17254,40,0,60
ZCTA5 17255,61.1,10.1,22.3
ZCTA5 17256,53.9,10.6,26.1
ZCTA5 17257,42.5,8.7,41.4
ZCTA5 17260,47,14,26.8
ZCTA5 17261,11.2,17.4,65.9
ZCTA5 17262,55,9.9,24.8
ZCTA5 17263,40.2,13.5,16.5
ZCTA5 17264,65.4,7.4,20.6
ZCTA5 17265,54.2,21.7,19.7
ZCTA5 17266,51.8,9.8,31.4
ZCTA5 17267,60.6,6.8,24.5
ZCTA5 17268,53.7,11.7,25.1
ZCTA5 17270,100,0,0
ZCTA5 17271,62.8,4.7,24.7
ZCTA5 17272,65.6,18,10.4
ZCTA5 17301,66.8,8.1,19.6
ZCTA5 17302,58.2,10.2,25.6
ZCTA5 17304,62.9,6.3,25.8
ZCTA5 17306,33,11.5,42
ZCTA5 17307,57.8,10.7,25.9
ZCTA5 17309,57.7,12.3,17.9
ZCTA5 17311,53.6,7.2,34.9
ZCTA5 17313,55.3,13.8,23
ZCTA5 17314,47.6,12.8,33.1
ZCTA5 17315,57.9,10.6,24.9
ZCTA5 17316,63,7.8,24.3
ZCTA5 17317,49.2,9.4,34.6
ZCTA5 17318,50,17.8,32.2
ZCTA5 17319,56.9,9.9,28.5
ZCTA5 17320,59.1,7,24.7
ZCTA5 17321,55.1,12.9,25.4
ZCTA5 17322,63.9,8.4,21.3
ZCTA5 17324,60.1,9.6,22.4
ZCTA5 17325,48.6,9.9,32.7
ZCTA5 17327,55.5,11.8,25.4
ZCTA5 17329,61.9,9.9,22
ZCTA5 17331,55.8,10.1,25.8
ZCTA5 17339,61.7,12,19.8
ZCTA5 17340,62.5,9.1,21.6
ZCTA5 17343,0,45.7,54.3
ZCTA5 17344,46.2,15.1,27.7
ZCTA5 17345,49.7,12.3,28
ZCTA5 17347,57.2,8.7,27.5
ZCTA5 17349,62,7.9,22.2
ZCTA5 17350,53,10.4,25.2
ZCTA5 17352,56.5,11.4,21.1
ZCTA5 17353,66,10.2,19.4
ZCTA5 17355,41.1,11,37
ZCTA5 17356,56.2,11.9,24.9
ZCTA5 17360,63.4,6.1,23.4
ZCTA5 17361,56.1,7.1,26.4
ZCTA5 17362,65.7,6.5,21.1
ZCTA5 17363,60.4,10.8,21.8
ZCTA5 17364,54.9,18.3,24.1
ZCTA5 17365,61.2,10.5,21.2
ZCTA5 17366,47.1,13,30.2
ZCTA5 17368,55.6,13.4,22.2
ZCTA5 17370,54.2,8.9,31.6
ZCTA5 17371,62.8,5,27.7
ZCTA5 17372,59.5,8.8,24.6
ZCTA5 17401,25.6,12.6,53
ZCTA5 17402,49.6,11.7,28.7
ZCTA5 17403,40.9,11.1,39.4
ZCTA5 17404,44.6,12,34.2
ZCTA5 17406,56.1,10.2,26.5
ZCTA5 17407,61.6,10.4,22.8
ZCTA5 17408,56.1,8.9,25.1
ZCTA5 17501,61.2,7.2,25.1
ZCTA5 17502,54,6.5,24.9
ZCTA5 17505,74.5,0.3,21.1
ZCTA5 17507,0,0,100
ZCTA5 17508,57.6,2.5,27.5
ZCTA5 17509,60.7,4.1,28.6
ZCTA5 17512,50.6,11.2,29.1
ZCTA5 17516,64.6,9.2,19.7
ZCTA5 17517,56.2,8.2,27.7
ZCTA5 17518,65.8,4.9,25.9
ZCTA5 17519,61,5,30.4
ZCTA5 17520,63.5,9.9,20.7
ZCTA5 17522,56.7,8.1,26.9
ZCTA5 17527,62,6,26.2
ZCTA5 17529,62.2,1.8,28.3
ZCTA5 17532,55.6,6.9,28.2
ZCTA5 17535,57.1,11.3,28.4
ZCTA5 17536,64.7,6.5,26.1
ZCTA5 17538,63.3,9.4,20.6
ZCTA5 17540,59.4,7.3,27.5
ZCTA5 17543,61.8,6.9,23.5
ZCTA5 17545,57.7,10.6,23.2
ZCTA5 17547,52.8,8.6,33.8
ZCTA5 17550,42.8,12.8,37.9
ZCTA5 17551,37.5,4.5,51.1
ZCTA5 17552,55.8,8.9,27.6
ZCTA5 17554,48.1,9.9,35
ZCTA5 17555,64.5,5.2,23.9
ZCTA5 17557,56.9,5.4,29.2
ZCTA5 17560,59.6,9.4,20.2
ZCTA5 17562,61.8,4.9,28.2
ZCTA5 17563,51.4,8.3,30.4
ZCTA5 17565,72.2,6,17.7
ZCTA5 17566,62.9,6.9,24.6
ZCTA5 17569,64.5,5.4,26.7
ZCTA5 17570,49.5,25.5,17.7
ZCTA5 17572,58.4,5.4,30.7
ZCTA5 17576,91.6,0,8.4
ZCTA5 17578,65.7,10,17.7
ZCTA5 17579,63.4,4.5,27.3
ZCTA5 17581,64.4,3.5,27.5
ZCTA5 17582,69.5,4.7,19.2
ZCTA5 17584,66.2,6.4,21.5
ZCTA5 17601,60,8.3,23.8
ZCTA5 17602,41.7,8.8,40.8
ZCTA5 17603,44.7,11.3,35.3
ZCTA5 17606,39.4,2,11.6
ZCTA5 17701,40.7,11.2,37.9
ZCTA5 17702,53.1,10.2,28.1
ZCTA5 17721,48.9,10.5,26.9
ZCTA5 17723,64.5,3.2,16.1
ZCTA5 17724,53.9,11,25.3
ZCTA5 17727,50,22.7,16.7
ZCTA5 17728,63.1,7.3,20.6
ZCTA5 17729,63,4.3,10.9
ZCTA5 17730,100,0,0
ZCTA5 17731,68.4,13.2,12.7
ZCTA5 17737,53.1,12.1,25.5
ZCTA5 17739,45.7,0,22.9
ZCTA5 17740,54.6,12.2,25
ZCTA5 17742,57.1,28.6,14.3
ZCTA5 17744,60.2,11.7,20.7
ZCTA5 17745,42.7,8.6,41.2
ZCTA5 17747,58.2,6,30.5
ZCTA5 17748,57.9,16.7,13.4
ZCTA5 17749,44.4,17.2,35.3
ZCTA5 17750,63.2,7.6,26.4
ZCTA5 17751,58.4,9.7,24.7
ZCTA5 17752,57.2,9.1,26.2
ZCTA5 17754,58.8,8.5,22.8
ZCTA5 17756,51.8,12.7,27.3
ZCTA5 17758,56.5,8.4,21
ZCTA5 17760,61.6,11,17.4
ZCTA5 17762,62.7,2.3,20.7
ZCTA5 17763,58.8,6.3,24.8
ZCTA5 17764,44.3,12.8,27.2
ZCTA5 17765,51.5,13.7,26.4
ZCTA5 17767,73,6.6,20.5
ZCTA5 17768,52.5,11,27.7
ZCTA5 17771,57.8,11.2,22.4
ZCTA5 17772,62.6,7.3,21.6
ZCTA5 17774,61.5,10.8,19.3
ZCTA5 17776,65.6,5,21.2
ZCTA5 17777,47.9,12.7,30.6
ZCTA5 17778,64.3,8.3,9.5
ZCTA5 17779,64.9,35.1,0
ZCTA5 17801,49.3,10.8,30
ZCTA5 17810,31.6,14,45.8
ZCTA5 17812,60.3,7.3,22
ZCTA5 17813,57.8,9.8,25.8
ZCTA5 17814,56,8,26.5
ZCTA5 17815,39.8,9.9,43.4
ZCTA5 17820,57.1,9.7,22.6
ZCTA5 17821,50.7,11.3,28.7
ZCTA5 17822,-,-,-
ZCTA5 17823,66,7.9,20.1
ZCTA5 17824,57.8,7.5,22
ZCTA5 17827,47.1,10.1,31.6
ZCTA5 17829,61.9,8.1,17.5
ZCTA5 17830,66.4,8.6,18
ZCTA5 17832,52.2,9.1,29.1
ZCTA5 17834,44.9,8.8,30.6
ZCTA5 17835,46.8,20.2,30
ZCTA5 17836,66.5,3.3,21.4
ZCTA5 17837,40.7,7.2,44.3
ZCTA5 17840,73.5,6,12.5
ZCTA5 17841,61.2,7.6,25
ZCTA5 17842,60.7,9.7,21.6
ZCTA5 17844,59.3,10.2,24.2
ZCTA5 17845,61.9,7.7,19.7
ZCTA5 17846,61.2,10.6,20.7
ZCTA5 17847,55.6,9.9,22.8
ZCTA5 17850,42.7,24.9,28.8
ZCTA5 17851,43.3,13.7,27.5
ZCTA5 17853,60.2,6,27.3
ZCTA5 17855,68.8,6,19.5
ZCTA5 17856,58.2,11,23.4
ZCTA5 17857,58.4,13.2,21
ZCTA5 17859,60.9,7.7,21.3
ZCTA5 17860,64,8.2,21.4
ZCTA5 17861,70.4,12.8,12.8
ZCTA5 17862,31.4,19.9,37.3
ZCTA5 17864,59.4,6.8,24.8
ZCTA5 17865,47.7,6.2,23.1
ZCTA5 17866,34.3,9.3,45.8
ZCTA5 17867,57.7,16.3,20.3
ZCTA5 17868,54.3,10,31.4
ZCTA5 17870,46.7,8.9,35.8
ZCTA5 17872,41.7,15.3,30.4
ZCTA5 17876,45.4,12.1,25.8
ZCTA5 17878,60.6,9.3,19
ZCTA5 17880,67.3,14.5,18.2
ZCTA5 17881,47.6,10,31.2
ZCTA5 17884,35.9,21.7,35.4
ZCTA5 17885,89.6,3.7,5.2
ZCTA5 17886,54.8,16.8,24.1
ZCTA5 17887,33.8,5.6,39.4
ZCTA5 17888,46.4,12.4,26.2
ZCTA5 17889,65.9,9,19.1
ZCTA5 17901,49.2,11,28.5
ZCTA5 17920,61.1,6.6,18.5
ZCTA5 17921,42.6,11.2,36.7
ZCTA5 17922,68.1,6.8,18.1
ZCTA5 17923,45.9,10.6,38.1
ZCTA5 17925,50.5,7.6,31.8
ZCTA5 17929,45.7,15.6,25.6
ZCTA5 17930,50.7,9.9,32.1
ZCTA5 17931,32.9,8.9,48
ZCTA5 17933,71.9,14,0
ZCTA5 17934,37,14,36.2
ZCTA5 17935,42.2,10.7,31.4
ZCTA5 17936,45.8,9,33.8
ZCTA5 17938,62.6,5.8,22.3
ZCTA5 17941,56.3,7.4,26.4
ZCTA5 17943,76.6,23.4,0
ZCTA5 17944,34.9,4.1,48.6
ZCTA5 17945,68.8,7.2,10.4
ZCTA5 17946,32.9,12.9,54.3
ZCTA5 17948,35.2,10.4,38.2
ZCTA5 17949,36.2,14.9,47.5
ZCTA5 17951,73.2,6.1,7.9
ZCTA5 17952,59.4,10,18.9
ZCTA5 17953,47.7,10.9,30.5
ZCTA5 17954,46.9,11.4,31.1
ZCTA5 17957,55.9,5.2,19
ZCTA5 17959,45.5,11.3,31.1
ZCTA5 17960,63.8,10,18.8
ZCTA5 17961,58.1,10.5,19.2
ZCTA5 17963,56.2,8.8,25.9
ZCTA5 17964,59.1,8.5,23.4
ZCTA5 17965,47.8,8.6,32.8
ZCTA5 17967,57.1,10.7,24.8
ZCTA5 17968,62.3,8.9,18.3
ZCTA5 17970,40.9,13.3,31.9
ZCTA5 17972,59.4,8.7,23.1
ZCTA5 17974,42.4,9.4,29.8
ZCTA5 17976,40.2,12.3,33.5
ZCTA5 17978,47.2,17.6,23.6
ZCTA5 17979,73.1,0,16.7
ZCTA5 17980,52,11,25.8
ZCTA5 17981,45.9,12.3,29.2
ZCTA5 17982,32.6,17.6,40.6
ZCTA5 17983,47.2,15.8,28.3
ZCTA5 17985,55.2,8.4,27.6
ZCTA5 18011,56.4,8.3,28.8
ZCTA5 18013,55.1,7.2,27.2
ZCTA5 18014,57,9.9,24.1
ZCTA5 18015,37.4,8,48.1
ZCTA5 18016,-,-,-
ZCTA5 18017,50.9,9.3,29.1
ZCTA5 18018,37.7,12.5,40.3
ZCTA5 18020,57.5,7.4,27.8
ZCTA5 18030,54.3,14.3,19.8
ZCTA5 18031,59.6,9.3,24.7
ZCTA5 18032,47.1,12.2,32.9
ZCTA5 18034,52.5,6,35.3
ZCTA5 18035,81.4,0,0
ZCTA5 18036,61.8,8.2,23.1
ZCTA5 18037,56.1,11.1,26.9
ZCTA5 18038,67.1,6.9,21.3
ZCTA5 18040,66.9,7.3,19.8
ZCTA5 18041,56.2,7.9,28.8
ZCTA5 18042,39.9,11.5,40.1
ZCTA5 18045,60.8,9.1,20.8
ZCTA5 18046,0,0,67.3
ZCTA5 18049,53.7,11.3,27.2
ZCTA5 18051,61.3,7.2,24.4
ZCTA5 18052,48.7,9.5,30.4
ZCTA5 18053,60.6,10.9,20
ZCTA5 18054,57.1,9.6,28.1
ZCTA5 18055,49.1,12.4,27.2
ZCTA5 18056,63.2,11.5,19.7
ZCTA5 18058,51.3,8.8,33.1
ZCTA5 18059,57.2,9.8,29.7
ZCTA5 18062,61.8,9.2,21.6
ZCTA5 18063,50.1,4.3,25.4
ZCTA5 18064,56.8,7.8,25.7
ZCTA5 18066,61.6,8.3,23.5
ZCTA5 18067,56.3,10.1,24.6
ZCTA5 18068,-,-,-
ZCTA5 18069,67.2,4.9,22.4
ZCTA5 18070,33.6,16,42.6
ZCTA5 18071,54.3,11.4,27.9
ZCTA5 18072,52.4,10.7,27
ZCTA5 18073,58.9,7.9,26.6
ZCTA5 18074,68,4.6,21.5
ZCTA5 18076,53.7,10.7,26.2
ZCTA5 18077,54.3,8.9,29.9
ZCTA5 18078,60.7,8.6,25.7
ZCTA5 18079,43,27.2,26.2
ZCTA5 18080,51.7,15.5,23.9
ZCTA5 18081,35.8,25,7.8
ZCTA5 18083,45.9,19.1,23.5
ZCTA5 18085,65.7,8.6,21.1
ZCTA5 18086,65.7,7.8,26.5
ZCTA5 18087,24.8,32.9,28.7
ZCTA5 18088,59.2,8.6,24.6
ZCTA5 18091,54.3,12,22.4
ZCTA5 18092,64.1,8.9,19.5
ZCTA5 18101,18.7,12.9,58.6
ZCTA5 18102,28.1,11.6,50.8
ZCTA5 18103,47.6,9.7,34.4
ZCTA5 18104,46.1,9.9,34.1
ZCTA5 18105,3.8,23.1,15.4
ZCTA5 18106,56.4,9.5,20.1
ZCTA5 18109,38.1,10.4,41.8
ZCTA5 18195,-,-,-
ZCTA5 18201,40.1,11.5,37.5
ZCTA5 18202,43.3,9.4,34.5
ZCTA5 18210,55.6,8.5,24.9
ZCTA5 18211,62.4,7.5,26.3
ZCTA5 18212,73.4,4.9,14.7
ZCTA5 18214,62.2,8,22
ZCTA5 18216,48.6,14,24.6
ZCTA5 18218,41.2,13.5,32.2
ZCTA5 18219,52.6,12,22.4
ZCTA5 18220,45,14.9,27.2
ZCTA5 18221,56.5,3.3,40.2
ZCTA5 18222,54.8,9,27
ZCTA5 18223,93.6,0,6.4
ZCTA5 18224,42.6,14.5,30.2
ZCTA5 18225,35.4,0,55.8
ZCTA5 18229,46.7,14.1,28.4
ZCTA5 18230,48.5,0,31.7
ZCTA5 18231,51.4,15.3,22.3
ZCTA5 18232,36.7,14.2,35.9
ZCTA5 18234,23.7,15.7,39.4
ZCTA5 18235,51.6,12.5,26.1
ZCTA5 18237,44.7,11.2,32.1
ZCTA5 18239,47.7,45.5,6.8
ZCTA5 18240,48.2,12.9,27.9
ZCTA5 18241,33.6,14.4,34.3
ZCTA5 18242,23.4,29.8,31.9
ZCTA5 18244,47.3,18.5,24.4
ZCTA5 18245,66,4.9,10.8
ZCTA5 18246,16.2,18.3,51.4
ZCTA5 18248,46.1,9.5,35.9
ZCTA5 18249,56.9,4.9,26.4
ZCTA5 18250,52.1,9,29
ZCTA5 18251,0,0,100
ZCTA5 18252,48,11.9,26.8
ZCTA5 18254,46.5,12,31.9
ZCTA5 18255,51.6,9.8,25.9
ZCTA5 18256,33.4,22.2,41.5
ZCTA5 18301,42.8,9.8,39.9
ZCTA5 18302,53.9,6.4,30.8
ZCTA5 18321,57,10,20.1
ZCTA5 18322,45,11.8,35.5
ZCTA5 18323,93,0,7
ZCTA5 18324,49.6,8.4,33.4
ZCTA5 18325,40.4,12.3,42
ZCTA5 18326,52.7,8.4,29.8
ZCTA5 18327,49.5,14.6,30.2
ZCTA5 18328,53.9,6.8,29.4
ZCTA5 18330,56.9,8.8,28.1
ZCTA5 18331,54.6,5.4,26.1
ZCTA5 18332,55.2,6.6,35.1
ZCTA5 18333,16.1,6.8,27.2
ZCTA5 18334,53.2,4.9,28.3
ZCTA5 18335,55.7,12.3,23.3
ZCTA5 18336,49.7,11.1,25.9
ZCTA5 18337,59.1,8.2,24.6
ZCTA5 18340,52.3,2.3,38.3
ZCTA5 18342,51.5,11.5,29.7
ZCTA5 18343,53.2,7.4,29.1
ZCTA5 18344,42.5,11.3,33
ZCTA5 18346,62.2,3.9,25.3
ZCTA5 18347,52.5,12.3,25.7
ZCTA5 18349,71.8,28.2,0
ZCTA5 18350,56.9,4.5,28.6
ZCTA5 18351,51.1,4.3,38.5
ZCTA5 18352,45.5,9.9,43.3
ZCTA5 18353,56.6,8.2,28.2
ZCTA5 18354,66.2,7.5,18.4
ZCTA5 18355,53.1,0,41
ZCTA5 18356,81.7,7.3,11
ZCTA5 18357,65.2,0,28.9
ZCTA5 18360,49.6,9.2,32.2
ZCTA5 18370,32.4,16,42.4
ZCTA5 18371,78,0,20.5
ZCTA5 18372,51.5,7.6,32.3
ZCTA5 18403,50.4,11.1,26.7
ZCTA5 18405,54.5,10.3,25.9
ZCTA5 18407,44.9,11.4,31.1
ZCTA5 18411,56.5,8.4,25.1
ZCTA5 18413,27.3,26.7,28.6
ZCTA5 18414,63.3,7.1,22.8
ZCTA5 18415,59.1,2.8,22.6
ZCTA5 18417,61.6,9.6,21
ZCTA5 18419,45.7,10.7,36.6
ZCTA5 18420,31.6,0,42.1
ZCTA5 18421,47.4,10.2,30.8
ZCTA5 18424,57.9,7.8,25.5
ZCTA5 18425,57.7,12.1,20.4
ZCTA5 18426,58.9,12.3,18.2
ZCTA5 18427,39.5,0,41.2
ZCTA5 18428,54.3,10.4,25.3
ZCTA5 18430,100,0,0
ZCTA5 18431,48,11.9,26.4
ZCTA5 18433,52.4,9.2,30
ZCTA5 18434,43.6,8.4,36.9
ZCTA5 18435,59.1,1.3,28.3
ZCTA5 18436,56.2,8.3,25.2
ZCTA5 18437,60.8,5.4,13.9
ZCTA5 18438,64.8,7.1,23.3
ZCTA5 18439,55,12.7,25.8
ZCTA5 18441,54.8,20.3,22.8
ZCTA5 18443,64.7,2,31.3
ZCTA5 18444,57.4,10,24.2
ZCTA5 18445,48.9,8.4,33.7
ZCTA5 18446,54.8,9.7,26.4
ZCTA5 18447,49,10.1,28
ZCTA5 18451,66.4,6.4,25.2
ZCTA5 18452,59.2,8.5,22.9
ZCTA5 18453,62.9,9.5,20.7
ZCTA5 18454,0,0,100
ZCTA5 18455,67.1,0,25.7
ZCTA5 18456,53.1,9.1,24.4
ZCTA5 18457,68.4,7.1,24.5
ZCTA5 18458,55.5,9.6,25.2
ZCTA5 18459,100,0,0
ZCTA5 18460,31.4,38.7,4.4
ZCTA5 18461,43.3,18.7,29
ZCTA5 18462,59.7,5.2,23.4
ZCTA5 18463,57.9,12.6,21.5
ZCTA5 18464,65.3,4,16.9
ZCTA5 18465,53,12,25
ZCTA5 18466,44.5,8.6,38.5
ZCTA5 18469,69.1,3.4,18.4
ZCTA5 18470,62.9,7.4,26.7
ZCTA5 18471,67.3,5.8,18.3
ZCTA5 18472,32.5,12.6,43
ZCTA5 18473,31.7,26.3,36.9
ZCTA5 18503,11.6,16.5,57.6
ZCTA5 18504,42.1,11.2,37.3
ZCTA5 18505,41.2,10.9,37.7
ZCTA5 18507,51.2,8,31.5
ZCTA5 18508,38.5,9.1,39.3
ZCTA5 18509,33,10.8,48.6
ZCTA5 18510,30.3,7.4,52.9
ZCTA5 18512,46.9,10,33.4
ZCTA5 18517,43.7,12.5,34.5
ZCTA5 18518,45,15.3,27.8
ZCTA5 18519,39.2,14.1,37.7
ZCTA5 18602,60.9,11.5,24.3
ZCTA5 18603,51.9,12.2,25.7
ZCTA5 18610,44.3,15.4,30.8
ZCTA5 18612,45.3,9,37.3
ZCTA5 18614,50,14.7,23.7
ZCTA5 18615,60.5,7.5,25.6
ZCTA5 18616,44.9,20.7,24.2
ZCTA5 18617,42,8,41.5
ZCTA5 18618,58.6,8.8,24.4
ZCTA5 18619,56.6,11.5,17
ZCTA5 18621,50.1,7.5,35
ZCTA5 18622,50,11.9,29.4
ZCTA5 18623,50.5,13.2,25.3
ZCTA5 18624,73.8,8.6,15.8
ZCTA5 18625,50.5,9.1,30.6
ZCTA5 18626,54,6.3,23.7
ZCTA5 18628,33.3,16.7,21.2
ZCTA5 18629,53.3,13.7,23
ZCTA5 18630,55.7,10.9,23.4
ZCTA5 18631,59.9,11.1,21
ZCTA5 18632,41.5,6.6,33
ZCTA5 18634,43.5,9.3,34.7
ZCTA5 18635,54.8,10.7,26.5
ZCTA5 18636,55,12.1,25.5
ZCTA5 18640,40.1,11.8,34.7
ZCTA5 18641,48.4,10.4,31.5
ZCTA5 18642,61.4,8.3,22.4
ZCTA5 18643,48.8,9.4,31.7
ZCTA5 18644,51.5,11.6,25.1
ZCTA5 18651,42.4,11.9,33.2
ZCTA5 18653,61.5,3.8,27.9
ZCTA5 18655,58.5,9.3,22.3
ZCTA5 18656,58.5,7.3,28.3
ZCTA5 18657,49.8,13.9,27.3
ZCTA5 18660,51.7,10.7,29.6
ZCTA5 18661,56.5,8.2,27.2
ZCTA5 18701,5.8,6.5,77.6
ZCTA5 18702,38,10.4,39.9
ZCTA5 18704,43.8,11.6,34.4
ZCTA5 18705,44.6,10.8,34.1
ZCTA5 18706,42,12.7,33.8
ZCTA5 18707,62,7.8,23.6
ZCTA5 18708,61,7.7,22.2
ZCTA5 18709,36.7,15.7,36.9
ZCTA5 18801,51.6,14.7,23.4
ZCTA5 18810,52.1,10.9,27.3
ZCTA5 18812,70.3,7.6,17.4
ZCTA5 18814,67.4,2.8,19.4
ZCTA5 18816,65.9,14.3,19.8
ZCTA5 18817,55.6,11.9,15.9
ZCTA5 18818,58.1,10.9,22.6
ZCTA5 18821,50.5,12.2,26.5
ZCTA5 18822,50.9,14.1,23.3
ZCTA5 18823,49.8,9.9,21.1
ZCTA5 18824,50.8,15.9,24.5
ZCTA5 18825,40.2,11,39
ZCTA5 18826,61.5,7.7,23.4
ZCTA5 18828,48.9,10.6,33
ZCTA5 18829,53.9,10.3,27.6
ZCTA5 18830,62,8.8,21
ZCTA5 18831,61.2,12.3,17.6
ZCTA5 18832,57.4,8.7,25.6
ZCTA5 18833,55.4,12.1,21.2
